Blame it on Fidel! (La faute à Fidel!),Drama,12:57 AM,2:44 AM,1
"Swimmer, The",Drama,12:29 AM,2:02 AM,4
Black Water,Adventure|Drama|Horror|Thriller,12:14 AM,2:55 AM,2
Tennessee,Drama,12:57 AM,2:49 AM,4
Pitch Black,Horror|Sci-Fi|Thriller,12:47 AM,2:06 AM,1
Sunless (Sans Soleil),Documentary,12:23 AM,2:45 AM,4
Fagbug,Documentary,12:33 AM,2:09 AM,4
Car Wash,Comedy,12:44 AM,2:05 AM,5
That's The Way I Like It (a.k.a. Forever Fever),Comedy|Drama|Romance,12:51 AM,2:31 AM,5
Knights of Bloodsteel,Fantasy,12:05 AM,2:12 AM,4
Harry Potter and the Goblet of Fire,Adventure|Fantasy|Thriller|IMAX,12:02 AM,2:10 AM,2
"Perez Family, The",Comedy|Romance,12:36 AM,2:50 AM,5
Mud,Adventure|Crime|Drama,12:14 AM,2:15 AM,3
Interview with a Hitman,Action|Thriller,12:17 AM,2:05 AM,1
End of Days,Action|Fantasy|Horror|Mystery|Thriller,12:09 AM,2:47 AM,2
Backbeat,Drama|Musical,12:31 AM,2:16 AM,4
"Box, The",Drama|Horror|Mystery|Sci-Fi|Thriller,12:23 AM,2:46 AM,1
"Confessional, The (Confessionnal, Le)",Drama|Mystery,12:41 AM,2:02 AM,4
Escape from Suburbia: Beyond the American Dream,Documentary,12:50 AM,2:58 AM,3
"Happy Event, A (Un Heureux Evénement)",Comedy|Drama|Romance,12:32 AM,2:22 AM,4
"Whip and the Body, The (Frusta e il corpo, La)",Horror,12:53 AM,2:36 AM,4
"Fear, The",Horror,12:29 AM,2:02 AM,4
Devils on the Doorstep (Guizi lai le),Drama|War,12:39 AM,2:07 AM,2
Special Delivery,(no genres listed),12:14 AM,2:21 AM,5
From the Earth to the Moon,Action|Documentary|Drama|Thriller,12:11 AM,2:04 AM,1
"Marseillaise, La",Drama|War,12:23 AM,2:19 AM,2
Zombie Honeymoon,Drama|Horror|Romance,12:22 AM,2:04 AM,1
"Very Social Secretary, A",Comedy|Drama,12:00 AM,2:24 AM,2
Pitfall (Otoshiana),Crime|Drama|Fantasy,12:38 AM,2:49 AM,5
Indiana Jones and the Kingdom of the Crystal Skull,Action|Adventure|Comedy|Sci-Fi,12:42 AM,2:15 AM,3
Mary Poppins,Children|Comedy|Fantasy|Musical,12:38 AM,2:34 AM,1
Radio Rebel,Drama,12:07 AM,2:57 AM,4
Reservation Road,Drama|Thriller,12:04 AM,2:53 AM,4
Edward II,Drama,12:31 AM,2:26 AM,3
Rob the Mob,Crime|Drama,12:08 AM,2:13 AM,2
Stuck in Love,Comedy|Drama|Romance,12:12 AM,2:18 AM,3
Stop Making Sense,Documentary|Musical,12:09 AM,2:51 AM,3
Seven Alone,Children|Drama,12:48 AM,2:05 AM,3
Peter's Friends,Comedy|Drama,12:22 AM,2:07 AM,5
7 Days in Havana,Drama,12:30 AM,2:21 AM,2
Two Girls and a Sailor,Comedy|Musical|Romance,12:13 AM,2:46 AM,2
Luster,Comedy|Drama|Romance,12:24 AM,2:39 AM,5
Inside the Twin Towers,Drama,12:38 AM,2:01 AM,5
"Out-of-Towners, The",Comedy,12:03 AM,2:41 AM,5
"Private Life of Henry VIII, The",Comedy|Drama,12:54 AM,2:21 AM,4
Paternity,Comedy|Romance,12:31 AM,2:24 AM,3
Lust for Gold (Duhul aurului),Drama,12:40 AM,2:24 AM,3
My Prairie Home,Documentary,12:00 AM,2:13 AM,1
Grace Unplugged,Drama|Musical,12:12 AM,2:03 AM,1
"Killing Machine, The (Icarus)",Action|Drama|Thriller,12:11 AM,2:55 AM,1
Al-risâlah,Adventure|Drama|War,12:39 AM,2:24 AM,1
Hexed,Comedy,12:20 AM,2:50 AM,1
Surrogates,Action|Sci-Fi|Thriller,12:35 AM,2:32 AM,2
De Dana Dan,Comedy,12:57 AM,2:23 AM,4
Cruel Intentions,Drama,12:11 AM,2:57 AM,1
Day of the Dead,Horror,12:03 AM,2:25 AM,4
Hercules,Adventure|Animation|Children|Comedy|Musical,12:08 AM,2:47 AM,4
"Innocent Sleep, The",Crime,12:20 AM,2:49 AM,1
Killing Us Softly 4: Advertising's Image of Women,Documentary,12:14 AM,2:26 AM,2
Pax Americana and the Weaponization of Space,Documentary,12:24 AM,2:20 AM,4
Sex in Chains (Geschlecht in Fesseln),Drama,12:11 AM,2:40 AM,5
Pixote,Drama,12:25 AM,2:52 AM,3
Four Ways Out,Crime|Drama,12:54 AM,2:31 AM,3
Fetishes,Documentary,12:37 AM,2:09 AM,2
Luther the Geek,Horror,12:10 AM,2:31 AM,4
Dominion Tank Police (Dominion),Action|Animation|Comedy|Sci-Fi,12:06 AM,2:29 AM,1
Pepe,Comedy|Musical,12:18 AM,2:09 AM,4
The UFO Incident,Drama|Romance|Sci-Fi,12:16 AM,2:20 AM,1
"Emerald Forest, The",Action|Adventure|Drama,12:47 AM,2:47 AM,3
Double Vision (Shuang tong),Horror|Mystery|Thriller,12:40 AM,2:01 AM,2
Zatoichi Meets the One-Armed Swordsman (Shin zatô Ichi: Yabure! Tôjin-ken) (Zatôichi 22),Action|Adventure|Drama,12:03 AM,2:35 AM,2
Annabelle,Horror,12:02 AM,2:16 AM,4
"Dernier Combat, Le (Last Battle, The)",Drama|Sci-Fi,12:58 AM,2:35 AM,2
How to Be a Player,Comedy,12:10 AM,2:34 AM,4
Lovelace,Drama,12:41 AM,2:33 AM,3
Three Worlds (Trois mondes),Drama,12:22 AM,2:51 AM,1
Cartouche,Action|Adventure|Comedy|Drama,12:58 AM,2:27 AM,5
Tin Pan Alley,Drama|Musical|Romance,12:39 AM,2:15 AM,4
Summer Interlude (Sommarlek),Drama|Romance,12:33 AM,2:59 AM,1
"Creation of the Humanoids, The",Sci-Fi,12:28 AM,2:10 AM,2
Ten Minutes Older,(no genres listed),12:19 AM,2:08 AM,3
Osama,Drama,12:54 AM,2:40 AM,2
Alex in Wonderland,Comedy|Drama,12:10 AM,2:37 AM,4
Welcome to the Punch,Action|Adventure|Crime|Thriller,12:16 AM,2:45 AM,5
Free Fall,Drama,12:07 AM,2:56 AM,2
Campus Man,Comedy,12:56 AM,2:50 AM,4
William Shakespeare's Romeo + Juliet,Drama|Romance,12:32 AM,2:41 AM,5
Miss Bala,Action|Adventure|Drama|Thriller,12:42 AM,2:10 AM,1
"Last Mogul, The",Documentary,12:21 AM,2:35 AM,1
Love Sick Love,Thriller,12:56 AM,2:23 AM,1
Countdown to Looking Glass,Drama,12:59 AM,2:40 AM,2
Beat Street,Drama|Musical,12:50 AM,2:43 AM,2
1971,Documentary,12:36 AM,2:52 AM,4
Aspen,Documentary,12:01 AM,2:37 AM,2
"Day After Trinity, The",Documentary,12:55 AM,2:44 AM,3
Starstruck,Comedy|Musical,12:46 AM,2:05 AM,5
Five Weeks in a Balloon,Action|Adventure|Comedy|Romance,12:45 AM,2:15 AM,3
Photos in the City of Sylvia (Unas fotos en la ciudad de Sylvia),Documentary,12:51 AM,2:00 AM,4
Kiss Me Deadly,Film-Noir,12:47 AM,2:01 AM,1
Dark Night of the Scarecrow,Horror|Mystery,12:31 AM,2:34 AM,2
100 Rifles,Adventure|War|Western,12:25 AM,2:44 AM,1
Hector and the Search for Happiness,Adventure|Comedy|Drama,12:26 AM,2:12 AM,3
Dead on Time,Comedy|Drama|Romance,12:22 AM,2:18 AM,1
11 Harrowhouse,Comedy|Crime,12:21 AM,2:19 AM,5
Hoodoo Ann,Comedy|Drama|Romance,12:00 AM,2:27 AM,2
Angel,Comedy|Drama|Romance,12:51 AM,2:57 AM,1
"Names of Love, The (Le nom des gens)",Comedy,12:34 AM,2:32 AM,4
"Paimen, piika ja emäntä",Drama,12:06 AM,2:04 AM,5
"League of Ordinary Gentlemen, A",Documentary,12:17 AM,2:05 AM,2
Women of the Night (Yoru no onnatachi),Drama,12:34 AM,2:51 AM,3
"Man from Elysian Fields, The",Drama,12:52 AM,2:57 AM,4
One Man Up (L'uomo in più),Comedy|Drama,12:50 AM,2:41 AM,5
Hideaway,Drama,12:48 AM,2:44 AM,3
John Q,Crime|Drama|Thriller,12:58 AM,2:36 AM,3
"Glenn, the Flying Robot",Sci-Fi,12:06 AM,2:15 AM,3
That Certain Summer,Drama,12:43 AM,2:25 AM,4
Felicia's Journey,Thriller,12:18 AM,2:13 AM,1
Escape from the Planet of the Apes,Action|Sci-Fi,12:44 AM,2:21 AM,2
Smashing Pumpkins: Vieuphoria,Documentary|Musical,12:14 AM,2:06 AM,4
Doomsday Book,Comedy|Drama|Horror|Sci-Fi,12:47 AM,2:40 AM,4
Humanoids from the Deep,Horror|Sci-Fi,12:31 AM,2:16 AM,1
There Will Be No Leave Today (Segodnya uvolneniya ne budet),Drama|Thriller,12:08 AM,2:07 AM,4
"Fists in the Pocket (Pugni in tasca, I)",Drama,12:05 AM,2:12 AM,3
Coonskin,Animation|Crime|Drama,12:34 AM,2:15 AM,4
Chain Lightning,Action|Drama,12:38 AM,2:22 AM,3
Blue Crush,Adventure|Drama|Romance,12:37 AM,2:38 AM,1
Summer Wars (Samâ wôzu),Adventure|Animation|Comedy|Sci-Fi,12:18 AM,2:31 AM,2
Almighty Thor,Adventure|Fantasy,12:15 AM,2:12 AM,5
"Triumph of Love, The",Comedy,12:59 AM,2:05 AM,3
Neds,Drama,12:15 AM,2:00 AM,2
The Love Machine,Drama,12:37 AM,2:16 AM,3
"Major and the Minor, The",Comedy|Romance,12:18 AM,2:01 AM,1
Donkey Skin (Peau d'âne),Children|Drama|Fantasy|Musical|Romance,12:47 AM,2:40 AM,4
Kick-Ass 2,Action|Comedy|Crime,12:05 AM,2:38 AM,2
Mary and Martha,Drama,12:47 AM,2:04 AM,2
10 Things I Hate About You,Comedy|Romance,12:15 AM,2:43 AM,3
Un vampiro para dos,Comedy|Horror,12:17 AM,2:11 AM,3
"Offence, The",Crime|Drama|Mystery,12:19 AM,2:10 AM,4
The Diary of a Teenage Girl,Drama,12:41 AM,2:51 AM,4
Grotesque (Gurotesuku),Horror|Thriller,12:50 AM,2:01 AM,3
E.T. the Extra-Terrestrial,Children|Drama|Sci-Fi,12:35 AM,2:47 AM,4
Questo piccolo grande amore,Comedy|Romance,12:44 AM,2:48 AM,4
Signs of Life (Lebenszeichen),Drama,12:59 AM,2:57 AM,1
"French Lieutenant's Woman, The",Drama,12:52 AM,2:58 AM,1
All About Anna,Comedy|Drama|Romance,12:31 AM,2:23 AM,1
De Dana Dan,Comedy,12:28 AM,2:56 AM,5
Starsky & Hutch,Action|Comedy|Crime|Thriller,12:15 AM,2:25 AM,3
Deceit,Sci-Fi,12:50 AM,2:04 AM,2
Pulgasari,Action|Drama|Fantasy,12:40 AM,2:44 AM,1
No Way Home,Drama,12:04 AM,2:32 AM,5
American Me,Drama,12:34 AM,2:08 AM,4
"Haunted House 2, A",Comedy|Horror,12:09 AM,2:45 AM,4
Where the Truth Lies,Drama|Thriller,12:19 AM,2:42 AM,2
Big Deal on Madonna Street (I Soliti Ignoti),Comedy|Crime,12:22 AM,2:39 AM,2
"Truth of Lie, The (Die Wahrheit der Lüge)",Drama|Thriller,12:49 AM,2:47 AM,2
Waiting...,Comedy,12:11 AM,2:20 AM,2
Raise Your Voice,Romance,12:44 AM,2:51 AM,4
One 2 Ka 4,Action|Comedy|Drama,12:44 AM,2:57 AM,1
Is It Easy to be Young?,Documentary|Drama,12:54 AM,2:53 AM,2
Corn Island (Simindis kundzuli),Drama,12:10 AM,2:47 AM,2
A Smoky Mountain Christmas,Fantasy,12:40 AM,2:12 AM,2
Profound Desires of the Gods (Kamigami no fukaki yokubo) ,Drama,12:56 AM,2:54 AM,4
"Murder, My Sweet",Crime|Film-Noir|Thriller,12:41 AM,2:11 AM,3
The Inner Circle,Drama,12:47 AM,2:22 AM,2
"Last Mimzy, The",Adventure|Children|Sci-Fi,12:03 AM,2:59 AM,3
"Asphalt Jungle, The",Crime|Film-Noir,12:41 AM,2:57 AM,3
Stalag Luft,Comedy|Drama|War,12:58 AM,2:40 AM,1
City Slacker,Romance,12:57 AM,2:37 AM,2
Assault on Precinct 13,Action|Thriller,12:54 AM,2:22 AM,5
"Monuments Men, The",Action|Drama|War,12:46 AM,2:27 AM,3
Never Give a Sucker an Even Break,Comedy|Musical,12:12 AM,2:17 AM,3
Wrong Side Up (Pribehy obycejneho silenstvi),Comedy|Drama,12:21 AM,2:51 AM,2
"Fallen Idol, The",Drama|Mystery|Thriller,12:12 AM,2:27 AM,1
Beautiful Boy,Drama,12:08 AM,2:03 AM,5
"Legend of Lylah Clare, The",Drama,12:44 AM,2:04 AM,2
Don't Move (Non ti muovere),Drama,12:24 AM,2:24 AM,5
Min så kallade pappa,(no genres listed),12:49 AM,2:06 AM,1
Pleasure at Her Majesty's,Comedy|Documentary,12:39 AM,2:24 AM,3
Private Confessions,Drama,12:09 AM,2:45 AM,5
Red Eye,Horror|Thriller,12:28 AM,2:38 AM,3
"Hate (Haine, La)",Crime|Drama,12:11 AM,2:56 AM,2
Scorned,Thriller,12:27 AM,2:40 AM,3
Buddha Collapsed Out of Shame,Drama|War,12:05 AM,2:21 AM,4
Follow the Fleet,Comedy|Musical|Romance,12:49 AM,2:56 AM,1
Foxfire,Drama,12:29 AM,2:53 AM,5
Moby Dick,Drama,12:59 AM,2:57 AM,5
"Inspector General, The",Musical,12:36 AM,2:32 AM,2
Return Of The Ghostbusters,Comedy,12:14 AM,2:14 AM,5
Under Capricorn,Drama,12:36 AM,2:34 AM,3
"If I Want to Whistle, I Whistle (Eu cand vreau sa fluier, fluier)",Drama,12:51 AM,2:24 AM,2
Late Bloomers,Comedy,12:29 AM,2:43 AM,3
Far and Away,Adventure|Drama|Romance,12:49 AM,2:22 AM,5
"Lady from Shanghai, The",Drama|Film-Noir|Mystery,12:29 AM,2:59 AM,2
Lucia,Drama|Romance|Sci-Fi|Thriller,12:24 AM,2:03 AM,1
Amorosa,Drama,12:42 AM,2:36 AM,3
"Oak, The (Balanta)",Comedy|Drama,12:23 AM,2:25 AM,5
Remo Williams: The Adventure Begins,Action|Comedy|Crime|Thriller,12:31 AM,2:09 AM,1
Lolita,Drama|Romance,12:19 AM,2:17 AM,1
Searching for Sugar Man,Documentary,12:07 AM,2:53 AM,2
Knockout,Action|Drama,12:03 AM,2:30 AM,3
Venus Beauty Institute (Vénus beauté),Comedy|Drama|Romance,12:10 AM,2:57 AM,3
"Very British Gangster, A",Crime|Documentary,12:05 AM,2:54 AM,3
"Pyramid of Triboulet, The (La pyramide de Triboulet)",Fantasy,12:21 AM,2:16 AM,2
Jane Eyre,Drama|Romance,12:04 AM,2:52 AM,5
Thrilla in Manila,Documentary,12:29 AM,2:33 AM,5
Incantato (Il cuore altrove),Comedy|Drama|Romance,12:29 AM,2:02 AM,4
Iraq in Fragments,Documentary|War,12:28 AM,2:07 AM,4
One Hour with You,Comedy|Musical|Romance,12:34 AM,2:34 AM,1
Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken),Action|Adventure|Animation|Children,12:32 AM,2:33 AM,2
"Glass Menagerie, The",Drama,12:25 AM,2:06 AM,3
Lonely Are the Brave,Drama|Western,12:06 AM,2:01 AM,4
Four Ways Out,Crime|Drama,12:37 AM,2:57 AM,5
Bloody Sunday,Drama,12:36 AM,2:05 AM,5
"Ella Lola, a la Trilby",(no genres listed),12:44 AM,2:21 AM,3
Social Genocide (Memoria del saqueo),Documentary,12:28 AM,2:33 AM,3
Hana (Hana yori mo naho),Comedy|Drama,12:36 AM,2:36 AM,2
31 North 62 East,Thriller,12:43 AM,2:18 AM,3
Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),Documentary,12:15 AM,2:03 AM,3
Beavis and Butt-Head Do America,Adventure|Animation|Comedy|Crime,12:47 AM,2:42 AM,2
I Never Sang for My Father,Drama,12:44 AM,2:42 AM,1
Edge of Seventeen,Comedy|Drama|Romance,12:49 AM,2:03 AM,3
Speak,Drama,12:31 AM,2:09 AM,5
"Last September, The",Drama,12:19 AM,2:07 AM,3
Wing and a Prayer,Action|Drama|War,12:49 AM,2:04 AM,1
Delivery Man,Comedy,12:42 AM,2:27 AM,4
"Wrestler, The (Painija)",Comedy|Drama|Fantasy,12:54 AM,2:02 AM,3
Reykjavik-Rotterdam,Drama|Thriller,12:59 AM,2:59 AM,2
Springsteen & I,Documentary,12:42 AM,2:37 AM,2
The Hound of the Baskervilles,Crime|Drama|Horror|Mystery,12:04 AM,2:31 AM,5
Powder Blue,Drama,12:19 AM,2:27 AM,4
Faust,Drama,12:15 AM,2:39 AM,1
"Ascent, The (Voskhozhdeniye)",Drama|War,12:31 AM,2:56 AM,5
For Those in Peril,Drama,12:50 AM,2:24 AM,1
Wild Hearts Can't Be Broken,Drama|Romance,12:08 AM,2:04 AM,5
Disclosure,Drama|Thriller,12:28 AM,2:54 AM,3
In the Name of the Law,Drama,12:16 AM,2:55 AM,3
Effie Gray,Drama,12:19 AM,2:51 AM,1
Real Fiction (Shilje sanghwang),Crime|Drama,12:15 AM,2:34 AM,3
"Union: The Business Behind Getting High, The",Comedy|Documentary,12:15 AM,2:01 AM,4
Eulogy,Comedy|Crime|Drama,12:16 AM,2:29 AM,5
Police State,Drama,12:03 AM,2:45 AM,4
The Child and the Policeman,Comedy,12:13 AM,2:02 AM,3
October,Drama|War,12:11 AM,2:56 AM,4
Four Sons,Drama,12:28 AM,2:00 AM,2
The Case of the Scorpion's Tail,Mystery|Thriller,12:26 AM,2:54 AM,2
Boricua's Bond,Drama,12:21 AM,2:13 AM,1
Kangaroo Jack,Action|Comedy,12:54 AM,2:17 AM,5
"Out-of-Towners, The",Comedy,12:51 AM,2:15 AM,2
Something Ventured,Documentary,12:28 AM,2:50 AM,4
Citizen X,Crime|Drama|Thriller,12:14 AM,2:22 AM,1
"Bonaerense, El",Action|Drama,12:59 AM,2:48 AM,3
Fargo,Comedy|Crime|Drama|Thriller,12:34 AM,2:09 AM,3
Guantanamera,Comedy,12:06 AM,2:41 AM,2
Turn It Up,Crime|Drama,12:01 AM,2:52 AM,4
Killer Klowns from Outer Space,Comedy|Horror|Sci-Fi,12:34 AM,2:10 AM,2
"Ciao, Professore! (Io speriamo che me la cavo)",Drama,12:54 AM,2:56 AM,3
Desire,Comedy|Crime|Romance,12:57 AM,2:47 AM,3
Is Anybody There?,Drama,12:14 AM,2:49 AM,2
Mo,Horror,12:37 AM,2:37 AM,4
Worlds Apart (To verdener),Drama,12:17 AM,2:17 AM,5
Tamara Drewe,Comedy|Drama|Romance,12:31 AM,2:02 AM,5
"Seventh Victim, The",Drama|Film-Noir|Horror|Mystery,12:34 AM,2:03 AM,1
"Big Circus, The",Drama,12:22 AM,2:28 AM,2
Black Rain (Kuroi ame),Drama|War,12:47 AM,2:13 AM,5
Mansome,Documentary,12:52 AM,2:28 AM,4
The Madagascar Penguins in a Christmas Caper,Animation|Comedy,12:23 AM,2:00 AM,2
"Boondock Saints II: All Saints Day, The",Action|Crime|Drama|Thriller,12:11 AM,2:50 AM,3
Threads,Drama|Sci-Fi|War,12:46 AM,2:25 AM,5
Special Mission Lady Chaplin,Action|Adventure,12:47 AM,2:24 AM,1
Kingdom of Heaven,Action|Drama|Romance|War,12:38 AM,2:37 AM,1
Addicted to Plastic,Documentary,12:25 AM,2:49 AM,1
"Haunting in Connecticut, The",Horror|Thriller,12:41 AM,2:54 AM,2
Jackass: The Movie,Action|Comedy|Documentary,12:04 AM,2:25 AM,5
"Agronomist, The",Documentary,12:43 AM,2:35 AM,3
Common,Crime|Drama,12:47 AM,2:46 AM,2
"Better Way to Die, A",Action|Thriller,12:43 AM,2:35 AM,5
13B,Horror|Mystery|Thriller,12:08 AM,2:24 AM,4
"Black Pirate, The",Action|Adventure,12:24 AM,2:01 AM,5
Fixed Bayonets!,Drama|War,12:48 AM,2:58 AM,5
Lords of Dogtown,Action|Comedy|Drama,12:20 AM,2:27 AM,4
Cartouche,Action|Adventure|Comedy|Drama,12:43 AM,2:59 AM,5
Birdy,Drama|War,12:34 AM,2:38 AM,2
Satin Rouge,Drama|Musical,12:02 AM,2:28 AM,3
Clash of the Titans,Action|Adventure|Drama|Fantasy,12:46 AM,2:47 AM,1
Fire Down Below,Action|Drama|Thriller,12:28 AM,2:40 AM,2
Mad Max,Action|Adventure|Sci-Fi,12:38 AM,2:24 AM,5
Still Waiting...,Comedy,12:42 AM,2:48 AM,4
Blind Husbands,Drama|Romance,12:47 AM,2:37 AM,2
Buying the Cow,Comedy|Romance,12:29 AM,2:17 AM,2
Belle comme la femme d'un autre,Comedy,12:52 AM,2:12 AM,1
Personal Property,Comedy|Romance,12:23 AM,2:38 AM,2
"Eye of Vichy, The (Oeil de Vichy, L')",Documentary,12:47 AM,2:15 AM,1
"Life and Nothing But (Vie et rien d'autre, La)",Drama,12:31 AM,2:35 AM,1
Sophie's Choice,Drama,12:41 AM,2:06 AM,4
Money for Nothing,Comedy|Crime,12:19 AM,2:00 AM,4
Weird Woman,Drama,12:18 AM,2:23 AM,3
Telstar: The Joe Meek Story,Comedy|Drama,12:19 AM,2:13 AM,1
Zabriskie Point,Drama|Romance,12:08 AM,2:05 AM,1
Nemesis 3: Time Lapse,Action|Sci-Fi|Thriller,12:45 AM,2:52 AM,2
Rabid,Horror|Thriller,12:29 AM,2:35 AM,5
Miami Blues,Comedy|Crime|Drama,12:57 AM,2:37 AM,1
Adventures of Don Juan,Adventure|Romance,12:44 AM,2:46 AM,3
"Blob, The",Horror|Sci-Fi,12:23 AM,2:22 AM,1
Moon of the Wolf,Horror|Mystery,12:47 AM,2:03 AM,3
Cabin in the Sky,Fantasy|Musical,12:32 AM,2:34 AM,5
"Reckoning, The",Crime|Drama,12:34 AM,2:47 AM,2
All's Faire in Love,Comedy,12:30 AM,2:09 AM,1
Northeast,Drama,12:27 AM,2:43 AM,3
"Warrior's Way, The",Action|Fantasy|Western,12:31 AM,2:07 AM,4
Boricua's Bond,Drama,12:35 AM,2:22 AM,4
Make Believe,Documentary,12:30 AM,2:16 AM,3
Rob the Mob,Crime|Drama,12:19 AM,2:55 AM,5
Cosi,Comedy,12:33 AM,2:19 AM,2
Taxi 2,Action|Comedy,12:13 AM,2:06 AM,5
Ultrasuede: In Search of Halston,Documentary,12:48 AM,2:15 AM,1
"Red Spectacles, The (Jigoku no banken: akai megane)",Comedy|Drama|Sci-Fi,12:33 AM,2:55 AM,4
Bride of the Monster,Horror|Sci-Fi,12:13 AM,2:51 AM,4
Boy Eating the Bird's Food (To agori troei to fagito tou pouliou),Drama,12:20 AM,2:08 AM,3
Fate Is the Hunter,Drama,12:33 AM,2:00 AM,5
The Dancer,Drama|Romance,12:23 AM,2:19 AM,1
Black,Drama,12:45 AM,2:30 AM,5
"Family Stone, The",Comedy|Drama|Romance,12:22 AM,2:41 AM,5
Frontière(s),Drama|Horror|Thriller,12:04 AM,2:21 AM,2
Mr. Bean's Holiday,Comedy,12:19 AM,2:07 AM,5
Just Pals,Western,12:01 AM,2:37 AM,3
Black Hawk Down,Action|Drama|War,12:20 AM,2:31 AM,3
Shinobi No Mono 2: Vengeance (Zoku shinobi no mono),Action|Drama,12:26 AM,2:52 AM,2
Casino Royale,Action|Adventure|Thriller,12:53 AM,2:19 AM,1
Foxfire,Drama,12:43 AM,2:36 AM,4
Till Human Voices Wake Us,Drama|Romance,12:21 AM,2:15 AM,3
Chandu the Magician,Action|Adventure|Fantasy|Sci-Fi,12:39 AM,2:10 AM,3
One False Move,Crime|Drama|Film-Noir|Thriller,12:27 AM,2:49 AM,2
Chappie,Action|Thriller,12:16 AM,2:11 AM,1
Italianamerican,Documentary,12:50 AM,2:33 AM,3
Fearful Symmetry: The Making of 'To Kill a Mockingbird',Documentary,12:03 AM,2:47 AM,4
"Man with the Golden Gun, The",Action|Adventure|Thriller,12:18 AM,2:29 AM,1
Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust),Horror,12:02 AM,2:17 AM,2
Sophie's World (Sofies verden),Adventure|Drama|Fantasy,12:59 AM,2:37 AM,5
Last Action Hero,Action|Adventure|Comedy|Fantasy,12:19 AM,2:08 AM,2
Lottery Ticket,Comedy,12:14 AM,2:35 AM,5
Witches' Hammer (Kladivo na carodejnice) ,Drama|Horror,12:26 AM,2:05 AM,5
Dragon Crusaders,Action|Adventure|Fantasy,12:07 AM,2:19 AM,3
No Direction Home: Bob Dylan,Documentary,12:20 AM,2:08 AM,3
